学校代号,学校名称,专业代号,专业名称,计划数,分数线,位次
6145,西北工业大学,18,计算机类（网络安全）,6,663,6948
1133,北京外国语大学,15,法语,1,662,7439
1133,北京外国语大学,18,西班牙语（中国人民大学国际新闻传播专业联合培养）,2,662,7557
1140,北京邮电大学,3,通信工程（大类招生）,11,662,7271
1140,北京邮电大学,4,电子信息类,7,662,7329
1140,北京邮电大学,7,网络空间安全（大类招生）,6,662,7477
1143,北京中医药大学,5,中医学（5+3一体化，卓越中医儿科班）,1,662,7400
1144,对外经济贸易大学,2,经济学类,4,662,7484
1144,对外经济贸易大学,5,供应链管理（与金融学双学士学位项目）,2,662,7538
1144,对外经济贸易大学,8,工商管理类,9,662,7491
1146,华北电力大学(北京),2,智能电网信息工程,3,662,7242
1153,中国传媒大学,33,新闻学（数据新闻方向）,2,662,7528
1157,中国农业大学,2,理科试验班（信息科学）,1,662,7499
1157,中国农业大学,8,生物科学类,3,662,7353
1165,中央财经大学,4,金融科技（北航计算机联培项目）,2,662,7414
1165,中央财经大学,18,财政学（财政理论与政策）,3,662,7246
1210,天津大学,3,工科试验班（智能制造与建造）,7,662,7339
1210,天津大学,7,工科试验班（化工能源与生命健康类）,6,662,7398
2111,大连理工大学,2,大数据管理与应用（新工科拔尖班）,3,662,7552
2111,大连理工大学,8,智能制造工程（创新班）,5,662,7534
2111,大连理工大学,11,人工智能（未来技术班）,9,662,7194
2161,中国医科大学,4,临床医学（5+3一体化）,2,662,7497
2310,哈尔滨工业大学(威海),1,工科试验班（电气与自动化）,15,662,7374
2310,哈尔滨工业大学(威海),4,工科试验班（机器人与智能装备类拔尖班）,23,662,7223
2310,哈尔滨工业大学(威海),6,工科试验班（理工交叉先进技术领军班）,8,662,7424
3105,华东师范大学,50,广播电视编导,3,662,7480
3109,上海财经大学,5,保险学（精算与大数据）,2,662,7565
3109,上海财经大学,14,公共管理类,2,662,7450
3164,上海中医药大学,4,中医学（5+3一体化，汇聚创新班）,1,662,7351
3246,南京航空航天大学,36,计算机科学与技术,2,662,7336
3246,南京航空航天大学,37,人工智能,2,662,7496
3325,中国人民大学(苏州校区),2,国民经济管理(中外合作办学),3,662,7504
3325,中国人民大学(苏州校区),6,传播学(中外合作办学)（国际传播拔尖创新班）,3,662,7539
3543,厦门大学,13,管理科学与工程类,2,662,7261
3543,厦门大学,21,理科试验班（海洋与生态环境类）,3,662,7338
3731,山东大学,1,经济学类,4,662,7425
3731,山东大学,6,新闻传播学类,2,662,7551
3731,山东大学,16,电气工程及其自动化,6,662,7290
3731,山东大学,21,人工智能,2,662,7195
3731,山东大学,33,计算机科学与技术,6,662,7264
4034,华中科技大学,20,环境科学与工程类,3,662,7287
4034,华中科技大学,34,金融工程,5,662,7419
4039,华中师范大学,7,中国语言文学类,6,662,7527
4039,华中师范大学,10,历史学类,1,662,7562
4095,中南财经政法大学,15,知识产权,2,662,7368
4314,湖南大学,2,经济学类,2,662,7472
4314,湖南大学,9,法学,5,662,7375
4314,湖南大学,34,计算机科学与技术,4,662,7354
4314,湖南大学,35,计算机科学与技术（智能班）,3,662,7458
4314,湖南大学,47,会计学,3,662,7467
4365,中南大学,16,电子信息类,6,662,7270
4424,华南理工大学,14,工商管理类,2,662,7540
4424,华南理工大学,19,新闻传播学类,2,662,7486
4424,华南理工大学,20,工业设计,1,662,7453
4424,华南理工大学,25,经济学类,2,662,7421
5007,西南政法大学,6,法学（审计学双学位）,2,662,7204
5007,西南政法大学,9,法学（刑科双学位）,2,662,7357
5007,西南政法大学,11,法学（工管双学位）,2,662,7514
5007,西南政法大学,14,法学（金融学双学位）,4,662,7408
5007,西南政法大学,19,法学（英语双学位）,8,662,7526
5120,四川大学,3,哲学,4,662,7524
5120,四川大学,18,网络空间安全（含双学士学位）,4,662,7207
6127,西安交通大学,20,经济学类,6,662,7428
6145,西北工业大学,13,电子信息类,10,662,7197
6145,西北工业大学,14,电子信息类（集成电路）,8,662,7333
6145,西北工业大学,19,软件工程,9,662,7297
9,温州医科大学,2,临床医学（5+3一体化）,41,661,7818
1133,北京外国语大学,3,法学,2,661,7762
1133,北京外国语大学,4,外交学,2,661,7946
1133,北京外国语大学,6,汉语言文学,2,661,7764
1158,中国社会科学院大学,5,经济学,2,661,7853
1158,中国社会科学院大学,12,政治学与行政学,2,661,7802
1165,中央财经大学,12,大数据管理与应用（许国志大数据英才班）,3,661,7907
1165,中央财经大学,17,金融学（国际金融与公司理财）,4,661,7864
1210,天津大学,1,建筑类,4,661,7650
1210,天津大学,2,经济管理试验班,5,661,7896
1239,天津医科大学,2,临床医学（5+3一体化，儿科学）,1,661,7636
2111,大连理工大学,1,电子信息类,21,661,7736
2220,吉林大学,2,人文科学试验班（匡亚明班，双学士学位）,2,661,7672
2310,哈尔滨工业大学(威海),2,工科试验班（计算机与电子通信）,44,661,7698
2310,哈尔滨工业大学(威海),3,软件工程,11,661,7807
3104,华东理工大学,23,计算机科学与技术（双学士学位项目）,4,661,7706
3105,华东师范大学,29,心理学类,3,661,7673
3105,华东师范大学,45,环境科学与工程类,2,661,7728
3109,上海财经大学,15,新闻学,2,661,7808
3164,上海中医药大学,2,中医学（5+3一体化）,3,661,7685
3240,南京大学,13,大气科学(中外合作办学),5,661,7668
3259,南京师范大学,11,历史学类,3,661,7822
3259,南京师范大学,18,地理科学类,2,661,7771
3270,南京医科大学,4,临床医学,7,661,7883
3325,中国人民大学(苏州校区),3,金融学(中外合作办学),10,661,7649
3325,中国人民大学(苏州校区),5,人力资源管理(中外合作办学),3,661,7910
3543,厦门大学,23,理科试验班（应用医学类）,8,661,7711
3731,山东大学,5,工商管理类,6,661,7887
4034,华中科技大学,25,传播学（计算机辅修学位）,4,661,7586
4039,华中师范大学,5,马克思主义理论类,2,661,7655
4314,湖南大学,10,汉语言文学,4,661,7726
4314,湖南大学,13,历史学,2,661,7760
4314,湖南大学,31,人工智能,2,661,7663
4314,湖南大学,33,机器人工程,1,661,7714
4314,湖南大学,36,软件工程,4,661,7730
4365,中南大学,1,软件工程,7,661,7575
4365,中南大学,6,中国语言文学类,11,661,7845
4365,中南大学,19,航空航天类,2,661,7863
4424,华南理工大学,5,工科试验班（智慧土木与数字建造）,2,661,7688
4424,华南理工大学,11,食品科学与工程（卓越班）,2,661,7903
5007,西南政法大学,17,法学（国贸双学位）,4,661,7675
5007,西南政法大学,28,法学（公管双学位）,4,661,7829
5113,电子科技大学,14,经济管理试验班（管理与电子工程双学位培养）,8,661,7639
5120,四川大学,8,电子信息类,5,661,7599
5120,四川大学,17,生物医学工程类,4,661,7727
5141,西南财经大学,12,会计学（注册会计师专门化方向）,2,661,7837
5141,西南财经大学,25,法学（法学与会计学双学位）,1,661,7616
5141,西南财经大学,26,法学（法学与金融学双学位）,1,661,7904
6144,西北大学,4,考古学,1,661,7949
6145,西北工业大学,10,材料类（航宇新材料试验班）,4,661,7705
6145,西北工业大学,15,自动化类,8,661,7609
1121,北京交通大学,1,理科试验班类（詹天佑试点班信息类）,3,660,7992
1121,北京交通大学,5,计算机类,4,660,8132
1133,北京外国语大学,5,国际组织与全球治理,1,660,7959
1133,北京外国语大学,39,翻译（外交外事高级翻译）,2,660,8112
1144,对外经济贸易大学,1,金融学类,12,660,8234
1153,中国传媒大学,30,国际新闻与传播,2,660,8299
1157,中国农业大学,3,理科试验班（智能装备）,1,660,8170
1158,中国社会科学院大学,2,哲学,2,660,8274
1158,中国社会科学院大学,6,财务管理,2,660,8153
1158,中国社会科学院大学,7,金融学,2,660,8233
1163,中国政法大学,5,社会工作,1,660,8152
1163,中国政法大学,13,思想政治教育,3,660,8079
1165,中央财经大学,11,工商管理类（商学院）,5,660,8119
2111,大连理工大学,9,软件工程,12,660,8108
2111,大连理工大学,10,数学类（数学类及华罗庚拔尖计划班）,7,660,8184
2220,吉林大学,1,哲学（匡亚明班，拔尖学生培养基地）,1,660,8210
2220,吉林大学,6,经济学（匡亚明班，拔尖学生培养基地）,1,660,8051
2220,吉林大学,49,临床医学（白求恩班）,2,660,8297
3105,华东师范大学,46,生态学,2,660,8207
3109,上海财经大学,6,数字经济,3,660,8158
3109,上海财经大学,19,商务英语,4,660,8268
3151,上海外国语大学,1,英语（多元方向）,6,660,8286
3151,上海外国语大学,20,外交学（双学位）,3,660,8208
3246,南京航空航天大学,38,软件工程,4,660,8149
3259,南京师范大学,13,数学类,2,660,8005
3281,苏州大学,6,软件工程,1,660,8062
3325,中国人民大学(苏州校区),4,数学与应用数学(中外合作办学)（人大索邦数学拔尖实验班）,5,660,8091
3731,山东大学,19,计算机类（软件数媒与大数据方向）,10,660,7988
3731,山东大学,20,电子信息类（微电子与电路集成方向）,8,660,8139
3731,山东大学,29,政治学类,3,660,8296
3731,山东大学,32,电子信息类（通信电子与光电方向）,10,660,8293
3731,山东大学,35,网络空间安全,6,660,8105
3732,山东大学威海分校,11,数学类,5,660,7961
4039,华中师范大学,12,数学类,1,660,7980
4314,湖南大学,1,哲学,1,660,8157
4314,湖南大学,24,能源与动力工程（未来能源与动力创新实验班）,2,660,8167
4314,湖南大学,26,电气工程及其自动化,12,660,7991
4314,湖南大学,27,电子信息工程,3,660,8271
4365,中南大学,17,自动化类（自动化与电气类）,18,660,8049
4426,华南师范大学,13,汉语言文学(师范),2,660,8204
5011,重庆大学,9,人文科学试验班（法学新闻类）,15,660,8219
5120,四川大学,11,工科试验班（智能制造）,8,660,8011
5120,四川大学,12,电气类,14,660,8227
5120,四川大学,19,公共管理类,8,660,8290
6145,西北工业大学,7,航空航天类（民用航空）,8,660,8029
6145,西北工业大学,11,机械类（航宇智能制造试验班）,8,660,8037
6145,西北工业大学,12,能源动力类（航空动力与新能源试验班）,7,660,8063
6145,西北工业大学,20,物理学类（空天应用物理试验班）,5,660,8220
9034,中国人民公安大学,1,法学,3,660,8262
9,温州医科大学,4,临床医学（5+3一体化，麻醉学方向）,5,659,8571
1121,北京交通大学,2,理科试验班类（詹天佑试点班智能类）,3,659,8438
1133,北京外国语大学,9,英语（国别与区域研究）,1,659,8680
1133,北京外国语大学,10,英语（外语教育）,2,659,8676
1143,北京中医药大学,4,中医学（卓越5+3一体化）,12,659,8445
1153,中国传媒大学,25,广播电视编导（文艺编导方向）,2,659,8542
1153,中国传媒大学,34,传播学（舆情分析方向）,3,659,8404
1157,中国农业大学,4,农学,3,659,8369
1157,中国农业大学,17,计算机类,3,659,8651
1157,中国农业大学,22,经济学类,3,659,8541
1157,中国农业大学,24,社会学类,4,659,8659
1157,中国农业大学,27,农村区域发展,2,659,8652
1163,中国政法大学,1,哲学（拔尖创新人才培养实验班）,2,659,8622
1163,中国政法大学,6,英语（法律英语实验班）,4,659,8641
1163,中国政法大学,14,国际政治,3,659,8461
1165,中央财经大学,3,金融学类,6,659,8385
1167,中央民族大学,32,汉语言文学,3,659,8629
1239,天津医科大学,4,临床医学,1,659,8549
2220,吉林大学,50,临床医学,2,659,8317
3109,上海财经大学,18,数据科学与大数据技术（工学）,7,659,8500
3112,上海大学,2,社会学类,4,659,8432
3151,上海外国语大学,18,法学,8,659,8533
3246,南京航空航天大学,40,信息安全,3,659,8347
3270,南京医科大学,7,口腔医学,3,659,8373
3281,苏州大学,2,思想政治教育(师范),1,659,8456
3281,苏州大学,5,计算机科学与技术,1,659,8330
3281,苏州大学,9,人工智能,1,659,8380
3281,苏州大学,13,教育学(师范),1,659,8487
3281,苏州大学,27,电气工程及其自动化,1,659,8558
3731,山东大学,13,自动化类,8,659,8316
3731,山东大学,14,智能医学工程,2,659,8515
3731,山东大学,17,工程软件,2,659,8535
3732,山东大学威海分校,3,法学类,5,659,8679
3732,山东大学威海分校,4,汉语言文学,6,659,8664
4095,中南财经政法大学,2,经济学,1,659,8649
4314,湖南大学,4,金融学,3,659,8596
4314,湖南大学,14,数学类,4,659,8635
4314,湖南大学,18,统计学类,2,659,8543
4314,湖南大学,28,电子科学与技术,2,659,8332
4314,湖南大学,29,通信工程,2,659,8666
4314,湖南大学,30,微电子科学与工程,2,659,8333
4314,湖南大学,32,自动化,6,659,8419
4314,湖南大学,37,信息安全,3,659,8329
4314,湖南大学,46,工商管理,3,659,8681
4365,中南大学,4,金融学类（经济管理类）,14,659,8567
4365,中南大学,9,数学类,10,659,8310
4365,中南大学,14,机械类,9,659,8640
4424,华南理工大学,26,金融科技,2,659,8443
4431,南方医科大学,2,临床医学,4,659,8528
4431,南方医科大学,4,口腔医学,1,659,8335
5031,重庆医科大学,1,临床医学（5+3一体化）,2,659,8656
5120,四川大学,2,外国语言文学类,8,659,8561
5120,四川大学,5,物理学类,6,659,8490
6108,陕西师范大学,1,中国语言文学类,3,659,8684
6145,西北工业大学,9,海洋工程类（智慧海洋试验班）,9,659,8384
9,温州医科大学,8,临床医学（5+3一体化，医学影像学方向）,5,658,8814
9,温州医科大学,9,眼视光医学（新医科班）,9,658,8924
189,北京航空航天大学中法航空学院,1,工科试验班类（中外合作办学，中法航空试验班）,75,658,8712
1121,北京交通大学,3,自动化类,3,658,8894
1121,北京交通大学,4,电子信息类,4,658,8746
